prompt,project code,project_status,project name,Approval date,Code Questions
P-DZ-IAZ-001 represents MIC - ETUDE SUR LA CROISSANCE INCLUSIVE ET L’EMPLOI happening in Algeria which has status as Ongoing ->,P-DZ-IAZ-001,Ongoing,Mic - etude sur la croissance inclusive et l’emploi happening in algeria,17-Feb-2015.,Details regarding project P-DZ-IAZ-001
P-SO-IZ0-006 represents EMERGENCY ASSISTANCE TO VICTIMS OF DROUGHT 2014 happening in Somalia which has status as Completed ->,P-SO-IZ0-006,Completed,Emergency assistance to victims of drought 2014 happening in somalia,09-Feb-2015.,Details regarding project P-SO-IZ0-006
P-Z1-KF0-044 represents CRISIS RESPONSE: TA TO AFRICAN UNION TO SUPPORT COUNTRIES MOST AFFECTED WITH EBOLA EPIDEMIC happening in Multinational which has status as Completed ->,P-Z1-KF0-044,Completed,Crisis response: ta to african union to support countries most affected with ebola epidemic happening in multinational,26-Jan-2015.,Details regarding project P-Z1-KF0-044
P-ET-HB0-002 represents CAPACITY BUILDING FOR FINANCIAL INCLUSION IN ETHIOPIA (M-BIRR – MOBILE MONEY SERVICE) happening in Ethiopia which has status as Completed ->,P-ET-HB0-002,Completed,Capacity building for financial inclusion in ethiopia (m-birr – mobile money service) happening in ethiopia,26-Jan-2015.,Details regarding project P-ET-HB0-002
P-LR-HB0-001 represents TECHNICAL ASSISTANCE TO ACCESS BANK LIBERIA happening in Liberia which has status as Completed ->,P-LR-HB0-001,Completed,Technical assistance to access bank liberia happening in liberia,26-Jan-2015.,Details regarding project P-LR-HB0-001
P-TG-I00-006 represents THE KARA AND LOME MARKET RECONSTRUCTION AND TRADERS SUPPORT PROJECT (PARMCO) happening in Togo which has status as Completed ->,P-TG-I00-006,Completed,The kara and lome market reconstruction and traders support project (parmco) happening in togo,26-Jan-2015.,Details regarding project P-TG-I00-006
P-CM-I00-001 represents PROJET D'AIDE D'URGENCE HUMANITAIRE AUX REFUGIES AU CAMEROUN happening in Cameroon which has status as Completed ->,P-CM-I00-001,Completed,Projet d'aide d'urgence humanitaire aux refugies au cameroun happening in cameroon,13-Jan-2015.,Details regarding project P-CM-I00-001
P-MG-IBE-003 represents AIDE HUMANITAIRE D'URGENCE POUR LUTTER CONTRE L'EPIDEMIE DE LA PESTE happening in Madagascar which has status as Closed ->,P-MG-IBE-003,Closed,Aide humanitaire d'urgence pour lutter contre l'epidemie de la peste happening in madagascar,23-Dec-2014.,Details regarding project P-MG-IBE-003
P-AO-AAZ-002 represents CABINDA PROVINCE AGRICULTURE DEVELOPMENT STUDY happening in Angola which has status as Closed ->,P-AO-AAZ-002,Closed,Cabinda province agriculture development study happening in angola,22-Dec-2014.,Details regarding project P-AO-AAZ-002
P-SC-EA0-005 represents INTEGRATED SANITATION MASTER PLAN happening in Seychelles which has status as Completed ->,P-SC-EA0-005,Completed,Integrated sanitation master plan happening in seychelles,22-Dec-2014.,Details regarding project P-SC-EA0-005
P-ZA-DC0-001 represents TRANSNET EXPANSION CORPORATE LOAN II happening in South Africa which has status as Ongoing ->,P-ZA-DC0-001,Ongoing,Transnet expansion corporate loan ii happening in south africa,18-Dec-2014.,Details regarding project P-ZA-DC0-001
P-BI-KA0-005 represents PROGRAMME D'APPUI A LA GOUVERNANCE ECONOMIQUE PHASE I (PARGE I) happening in Burundi which has status as Completed ->,P-BI-KA0-005,Completed,Programme d'appui a la gouvernance economique phase i (parge i) happening in burundi,18-Dec-2014.,Details regarding project P-BI-KA0-005
P-CG-IAE-001 represents PROJET DE DÉVELOPPEMENT DES COMPÉTENCES ET DES RESSOURCES HUMAINES (PDCRH) happening in Congo CG which has status as Ongoing ->,P-CG-IAE-001,Ongoing,Projet de développement des compétences et des ressources humaines (pdcrh) happening in congo cg,18-Dec-2014.,Details regarding project P-CG-IAE-001
P-Z1-DB0-103 represents CI - PROGRAMME D’AMÉNAGEMENT DE ROUTES ET DE FACILITATION DES TRANSPORTS - UNION DU FLEUVE MANO happening in Multinational which has status as Ongoing ->,P-Z1-DB0-103,Ongoing,Ci - programme d’aménagement de routes et de facilitation des transports - union du fleuve mano happening in multinational,18-Dec-2014.,Details regarding project P-Z1-DB0-103
P-Z1-DB0-161 represents LIBERIA - PROGRAMME D’AMÉNAGEMENT DE ROUTES ET DE FACILITATION DES TRANSPORTS - UNION DU FLEUVE M happening in Multinational which has status as Ongoing ->,P-Z1-DB0-161,Ongoing,Liberia - programme d’aménagement de routes et de facilitation des transports - union du fleuve m happening in multinational,18-Dec-2014.,Details regarding project P-Z1-DB0-161
P-Z1-DB0-162 represents GUINEE- PROGRAMME D’AMÉNAGEMENT DE ROUTES ET DE FACILITATION DES TRANSPORTS - UNION DU FLEUVE MAN happening in Multinational which has status as Ongoing ->,P-Z1-DB0-162,Ongoing,Guinee- programme d’aménagement de routes et de facilitation des transports - union du fleuve man happening in multinational,18-Dec-2014.,Details regarding project P-Z1-DB0-162
P-ZM-AA0-021 represents LAKE TANGANYIKA DEVELOPMENT PROJ happening in Zambia which has status as Ongoing ->,P-ZM-AA0-021,Ongoing,Lake tanganyika development proj happening in zambia,18-Dec-2014.,Details regarding project P-ZM-AA0-021
P-CD-DB0-009 represents PROJET D’AMENAGEMENT DE LA RN1 (TSHIKAPA-MBUJI MAYI) ET DE CONSTRUCTION DES INFRASTRUCTURES RURAL happening in Dem Rep Congo which has status as Ongoing ->,P-CD-DB0-009,Ongoing,Projet d’amenagement de la rn1 (tshikapa-mbuji mayi) et de construction des infrastructures rural happening in dem rep congo,17-Dec-2014.,Details regarding project P-CD-DB0-009
P-ML-KA0-003 represents PAUGRE - PROGRAMME D'APPUI A LA GOUVERNANCE ET A LA REPRISE ECONOMIQUE happening in Mali which has status as Completed ->,P-ML-KA0-003,Completed,Paugre - programme d'appui a la gouvernance et a la reprise economique happening in mali,17-Dec-2014.,Details regarding project P-ML-KA0-003
P-Z1-CZ0-013 represents RÉHABILITATION ET RENFORCEMENT DE LA RÉSILIENCE DES SYSTÈMES DU BASSIN DU LAC TCHAD_CAMEROUN happening in Multinational which has status as Completed ->,P-Z1-CZ0-013,Completed,Réhabilitation et renforcement de la résilience des systèmes du bassin du lac tchad_cameroun happening in multinational,17-Dec-2014.,Details regarding project P-Z1-CZ0-013
P-Z1-CZ0-014 represents RÉHABILITATION ET RENFORCEMENT DE LA RÉSILIENCE DES SYSTÈMES DU BASSIN DU LAC TCHAD_NIGER happening in Multinational which has status as Ongoing ->,P-Z1-CZ0-014,Ongoing,Réhabilitation et renforcement de la résilience des systèmes du bassin du lac tchad_niger happening in multinational,17-Dec-2014.,Details regarding project P-Z1-CZ0-014
P-Z1-CZ0-015 represents RÉHABILITATION ET RENFORCEMENT DE LA RÉSILIENCE DES SYSTÈMES DU BASSIN DU LAC TCHAD_RCA happening in Multinational which has status as Ongoing ->,P-Z1-CZ0-015,Ongoing,Réhabilitation et renforcement de la résilience des systèmes du bassin du lac tchad_rca happening in multinational,17-Dec-2014.,Details regarding project P-Z1-CZ0-015
P-Z1-CZ0-016 represents RÉHABILITATION ET RENFORCEMENT DE LA RÉSILIENCE DES SYSTÈMES DU BASSIN DU LAC TCHAD_TCHAD happening in Multinational which has status as Ongoing ->,P-Z1-CZ0-016,Ongoing,Réhabilitation et renforcement de la résilience des systèmes du bassin du lac tchad_tchad happening in multinational,17-Dec-2014.,Details regarding project P-Z1-CZ0-016
P-CI-H00-002 represents SUPPORT TO ENTREPRENEURSHIP DEVELOPMENT happening in Côte D'Ivoire which has status as Completed ->,P-CI-H00-002,Completed,Support to entrepreneurship development happening in côte d'ivoire,16-Dec-2014.,Details regarding project P-CI-H00-002
P-MA-HA0-004 represents LIGNE DE CRÉDIT À ATTIJARIWAFA BANK happening in Morocco which has status as Approved ->,P-MA-HA0-004,Approved,Ligne de crédit à attijariwafa bank happening in morocco,15-Dec-2014.,Details regarding project P-MA-HA0-004
P-NG-HAA-004 represents DEVELOPMENT BANK OF NIGERIA (DBN) happening in Nigeria which has status as Ongoing ->,P-NG-HAA-004,Ongoing,Development bank of nigeria (dbn) happening in nigeria,15-Dec-2014.,Details regarding project P-NG-HAA-004
P-Z1-FA0-075 represents KARIBA DAM REHABILITATION happening in Multinational which has status as Ongoing ->,P-Z1-FA0-075,Ongoing,Kariba dam rehabilitation happening in multinational,15-Dec-2014.,Details regarding project P-Z1-FA0-075
P-Z1-FA0-085 represents KARIBA DAM REHABILITATION PROJECT ZIM happening in Multinational which has status as Ongoing ->,P-Z1-FA0-085,Ongoing,Kariba dam rehabilitation project zim happening in multinational,15-Dec-2014.,Details regarding project P-Z1-FA0-085
P-GQ-K00-007 represents PROJET D'APPUI TECHNIQUE À LA PROMOTION DU SECTEUR PRIVÉ happening in Eq Guinea which has status as Ongoing ->,P-GQ-K00-007,Ongoing,Projet d'appui technique à la promotion du secteur privé happening in eq guinea,12-Dec-2014.,Details regarding project P-GQ-K00-007
P-ZA-EAZ-004 represents SOCIAL FRANCHISING OPERATIONS & MAINTENANCE OF SCHOOL SANITATION FACILITIES & THE DEMONSTRATION OF F happening in South Africa which has status as Ongoing ->,P-ZA-EAZ-004,Ongoing,Social franchising operations & maintenance of school sanitation facilities & the demonstration of f happening in south africa,12-Dec-2014.,Details regarding project P-ZA-EAZ-004
P-MG-KF0-002 represents ASSISTANCE TECHNIQUE POUR LE COSTING DU PLAN NATIONAL DE DEVELOPPEMENT (PND) AU MEP happening in Madagascar which has status as Completed ->,P-MG-KF0-002,Completed,Assistance technique pour le costing du plan national de developpement (pnd) au mep happening in madagascar,10-Dec-2014.,Details regarding project P-MG-KF0-002
P-UG-AAZ-002 represents MATIP 2- MARKETS AND AGRICULTURAL TRADE IMPROVEMENT PROGRAMME - PROJECT 2 (MATIP-2) happening in Uganda which has status as Ongoing ->,P-UG-AAZ-002,Ongoing,Matip 2- markets and agricultural trade improvement programme - project 2 (matip-2) happening in uganda,10-Dec-2014.,Details regarding project P-UG-AAZ-002
P-SZ-FF0-001 represents ENERGY SECTOR TECHNICAL ASSISTANCE PROGRAM happening in Swaziland which has status as Completed ->,P-SZ-FF0-001,Completed,Energy sector technical assistance program happening in swaziland,08-Dec-2014.,Details regarding project P-SZ-FF0-001
P-MA-FF0-002 represents COMPLEXE SOLAIRE OUARZAZATE - PHASE II - CENTRALE NOOR II happening in Morocco which has status as Ongoing ->,P-MA-FF0-002,Ongoing,Complexe solaire ouarzazate - phase ii - centrale noor ii happening in morocco,03-Dec-2014.,Details regarding project P-MA-FF0-002
P-MA-FF0-003 represents COMPLEXE SOLAIRE OUARZAZATE - PHASE II - CENTRALE NOOR III happening in Morocco which has status as Ongoing ->,P-MA-FF0-003,Ongoing,Complexe solaire ouarzazate - phase ii - centrale noor iii happening in morocco,03-Dec-2014.,Details regarding project P-MA-FF0-003
P-CD-C00-037 represents WORKING WITH COMMUNITIES TO REDUCE DEFORESTATION AND ALLEVIATE POVERTY IN THE VIRUNGA-HOYO REGION happening in Dem Rep Congo which has status as Completed ->,P-CD-C00-037,Completed,Working with communities to reduce deforestation and alleviate poverty in the virunga-hoyo region happening in dem rep congo,28-Nov-2014.,Details regarding project P-CD-C00-037
P-MR-IAZ-002 represents PROJET D’APPUI À LA FORMATION ET L’EMPLOI DES JEUNES (PAFEJ) happening in Mauritania which has status as Ongoing ->,P-MR-IAZ-002,Ongoing,Projet d’appui à la formation et l’emploi des jeunes (pafej) happening in mauritania,28-Nov-2014.,Details regarding project P-MR-IAZ-002
P-CD-KF0-007 represents PROJET D'APPUI AU RECENSEMENT GENERAL DE LA POPULATION ET AU RENFORCEMENT DES BASES DE DONNEES SOCIA happening in Dem Rep Congo which has status as Completed ->,P-CD-KF0-007,Completed,Projet d'appui au recensement general de la population et au renforcement des bases de donnees socia happening in dem rep congo,26-Nov-2014.,Details regarding project P-CD-KF0-007
P-CM-DB0-012 represents PROGRAMME D'APPUI AU SECTEUR DES TRANSPORTS: PHASE1: AMENAGMNT DE LA ROUTE BATCHIENGA-NTUI-YOKO-LENA happening in Cameroon which has status as Ongoing ->,P-CM-DB0-012,Ongoing,Programme d'appui au secteur des transports: phase1: amenagmnt de la route batchienga-ntui-yoko-lena happening in cameroon,26-Nov-2014.,Details regarding project P-CM-DB0-012
P-MG-AAB-003 represents PROJET DE REHABILITATION ET D'EXTENSION DE BAS MANGOKY- PHASE II happening in Madagascar which has status as Ongoing ->,P-MG-AAB-003,Ongoing,Projet de rehabilitation et d'extension de bas mangoky- phase ii happening in madagascar,26-Nov-2014.,Details regarding project P-MG-AAB-003
P-TN-AA0-013 represents PROJET DE DEVELOPPEMENT AGRICOLE INTEGRE (PDAI) DE GABES II happening in Tunisia which has status as Ongoing ->,P-TN-AA0-013,Ongoing,Projet de developpement agricole integre (pdai) de gabes ii happening in tunisia,26-Nov-2014.,Details regarding project P-TN-AA0-013
P-Z1-AAZ-033 represents ETHIOPIA-DRSLP II happening in Multinational which has status as Ongoing ->,P-Z1-AAZ-033,Ongoing,Ethiopia-drslp ii happening in multinational,26-Nov-2014.,Details regarding project P-Z1-AAZ-033
P-Z1-AAZ-034 represents ERITREA-DRSLP II happening in Multinational which has status as Ongoing ->,P-Z1-AAZ-034,Ongoing,Eritrea-drslp ii happening in multinational,26-Nov-2014.,Details regarding project P-Z1-AAZ-034
P-Z1-AAZ-035 represents SUDAN-DRSLP II happening in Multinational which has status as Ongoing ->,P-Z1-AAZ-035,Ongoing,Sudan-drslp ii happening in multinational,26-Nov-2014.,Details regarding project P-Z1-AAZ-035
P-Z1-AAZ-036 represents SOMALIA-DRSLP II happening in Multinational which has status as Ongoing ->,P-Z1-AAZ-036,Ongoing,Somalia-drslp ii happening in multinational,26-Nov-2014.,Details regarding project P-Z1-AAZ-036
P-Z1-K00-060 represents MULTINATIONAL PROGRAM FOR STATISTICAL CAPACITY BUILDING FOR MANAGING FOR DEVELOPMENT RESULTS (MFDR) happening in Multinational which has status as Ongoing ->,P-Z1-K00-060,Ongoing,Multinational program for statistical capacity building for managing for development results (mfdr) happening in multinational,26-Nov-2014.,Details regarding project P-Z1-K00-060
P-Z1-EAZ-041 represents FEASIBILITY STUDY OF THE NYIMUR MULTIPURPOSE WATER RESOURCES PROJECT happening in Multinational which has status as Ongoing ->,P-Z1-EAZ-041,Ongoing,Feasibility study of the nyimur multipurpose water resources project happening in multinational,21-Nov-2014.,Details regarding project P-Z1-EAZ-041
P-EG-KF0-005 represents ECONOMIC SUMMIT: ASSISTANCE TO MIC happening in Egypt which has status as Completed ->,P-EG-KF0-005,Completed,Economic summit: assistance to mic happening in egypt,19-Nov-2014.,Details regarding project P-EG-KF0-005
P-KE-FA0-010 represents KENYA - LAST MILE CONNECTIVITY PROJECT happening in Kenya which has status as Ongoing ->,P-KE-FA0-010,Ongoing,Kenya - last mile connectivity project happening in kenya,19-Nov-2014.,Details regarding project P-KE-FA0-010
"P-RW-DB0-014 represents PROJET D'APPUI AU SECTEUR DES TRANSPORTS-AMENAGEMENT DE LA ROUTE BASE-GICUMBI-RUKOMO-NYAGATARE, LOT1 happening in Rwanda which has status as Ongoing ->",P-RW-DB0-014,Ongoing,"Projet d'appui au secteur des transports-amenagement de la route base-gicumbi-rukomo-nyagatare, lot1 happening in rwanda",19-Nov-2014.,Details regarding project P-RW-DB0-014
P-NG-HB0-006 represents TRADE MISPRICING THE HIDDEN DRAINAGE OF RESOURCES OUT OF NIGERIA (MIC-TAF-GRANT) happening in Nigeria which has status as Completed ->,P-NG-HB0-006,Completed,Trade mispricing the hidden drainage of resources out of nigeria (mic-taf-grant) happening in nigeria,18-Nov-2014.,Details regarding project P-NG-HB0-006
P-Z1-DC0-017 represents TRANS-MAGHREB RAILWAY happening in Multinational which has status as Ongoing ->,P-Z1-DC0-017,Ongoing,Trans-maghreb railway happening in multinational,18-Nov-2014.,Details regarding project P-Z1-DC0-017
P-Z1-K00-062 represents PROMOTING INTRA-AFRICAN INVESTMENT AND SUPPORT TO REG happening in Multinational which has status as Completed ->,P-Z1-K00-062,Completed,Promoting intra-african investment and support to reg happening in multinational,18-Nov-2014.,Details regarding project P-Z1-K00-062
P-MR-K00-014 represents PROJET D'APPUI A LA GOUVERNANCE POUR LA PROMOTION D'UNE CROISSANCE INCLUSIVE happening in Mauritania which has status as Ongoing ->,P-MR-K00-014,Ongoing,Projet d'appui a la gouvernance pour la promotion d'une croissance inclusive happening in mauritania,17-Nov-2014.,Details regarding project P-MR-K00-014
"P-SC-K00-007 represents TA FOR DEVELOPMENT OF PPP LEGAL, REGULATORY AND OPERATIONAL FRAMEWORK happening in Seychelles which has status as Completed ->",P-SC-K00-007,Completed,"Ta for development of ppp legal, regulatory and operational framework happening in seychelles",14-Nov-2014.,Details regarding project P-SC-K00-007
P-KM-K00-006 represents PROGRAMME D'APPUI AUX REFORMES DU SECTEUR DE L'ENERGIE happening in Comoros which has status as Completed ->,P-KM-K00-006,Completed,Programme d'appui aux reformes du secteur de l'energie happening in comoros,13-Nov-2014.,Details regarding project P-KM-K00-006
P-KE-HAB-003 represents EQUITY BANK (KENYA) LIMITED happening in Kenya which has status as Ongoing ->,P-KE-HAB-003,Ongoing,Equity bank (kenya) limited happening in kenya,05-Nov-2014.,Details regarding project P-KE-HAB-003
P-MG-K00-010 represents PROGRAMME D'URGENCE A LA RELANCE ECONOMIQUE (PURE) happening in Madagascar which has status as Completed ->,P-MG-K00-010,Completed,Programme d'urgence a la relance economique (pure) happening in madagascar,05-Nov-2014.,Details regarding project P-MG-K00-010
P-MG-D00-003 represents APPUI AU MINISTERE DES TRAVAUX PUBLICS POUR 5ÈME CONGRES MALGACHE DE LA ROUTE ET DES TRANSPORTS happening in Madagascar which has status as Completed ->,P-MG-D00-003,Completed,Appui au ministere des travaux publics pour 5ème congres malgache de la route et des transports happening in madagascar,04-Nov-2014.,Details regarding project P-MG-D00-003
P-SC-GB0-003 represents DEVELOPMENT OF QUALITY OF SERVICE STANDARDS AND REGULATIONS happening in Seychelles which has status as Completed ->,P-SC-GB0-003,Completed,Development of quality of service standards and regulations happening in seychelles,03-Nov-2014.,Details regarding project P-SC-GB0-003
P-TN-AA0-014 represents DON MIC POUR LA PREPARATION DU PDAI DE ZAGHOAUN happening in Tunisia which has status as Ongoing ->,P-TN-AA0-014,Ongoing,Don mic pour la preparation du pdai de zaghoaun happening in tunisia,27-Oct-2014.,Details regarding project P-TN-AA0-014
P-KE-F00-001 represents ADF PRG MENENGAI happening in Kenya which has status as Approved ->,P-KE-F00-001,Approved,Adf prg menengai happening in kenya,22-Oct-2014.,Details regarding project P-KE-F00-001
P-CD-DB0-010 represents LOT 3 - PROJET D’AMENAGEMENT DE LA ROUTE BATSHAMBA-TSHIKAPA happening in Dem Rep Congo which has status as Ongoing ->,P-CD-DB0-010,Ongoing,Lot 3 - projet d’amenagement de la route batshamba-tshikapa happening in dem rep congo,22-Oct-2014.,Details regarding project P-CD-DB0-010
P-ML-FZ0-003 represents PROJET D'APPUI A LA PROMOTION DES ENERGIES RENOUVELABLES happening in Mali which has status as Ongoing ->,P-ML-FZ0-003,Ongoing,Projet d'appui a la promotion des energies renouvelables happening in mali,22-Oct-2014.,Details regarding project P-ML-FZ0-003
P-GM-DB0-005 represents GAMBIA BRIDGE ANCILARY STUDIES happening in Gambia which has status as Ongoing ->,P-GM-DB0-005,Ongoing,Gambia bridge ancilary studies happening in gambia,19-Oct-2014.,Details regarding project P-GM-DB0-005
P-CV-KA0-005 represents PROGRAMME D'APPUI A LA GOUVERNANCE DES ENTREPRISES PUBLIQUES ET A LA PROMOTION DE L'INVESTISSEMENT 2 happening in Cape Verde which has status as Completed ->,P-CV-KA0-005,Completed,Programme d'appui a la gouvernance des entreprises publiques et a la promotion de l'investissement 2 happening in cape verde,15-Oct-2014.,Details regarding project P-CV-KA0-005
P-CV-KF0-002 represents SUPPORT FOR PROMOTING ECONOMIC EFFICIENCY AND INVESTMENT THROUGH PRIVATIZATION AND PUBLIC PRIVATE PA happening in Cape Verde which has status as Ongoing ->,P-CV-KF0-002,Ongoing,Support for promoting economic efficiency and investment through privatization and public private pa happening in cape verde,15-Oct-2014.,Details regarding project P-CV-KF0-002
P-Z1-AAZ-017 represents MULTINATIONAL- PROGRAMME DE RENFORCEMENT DE LA RÉSILIENCE À L’INSÉCURITÉ ALIMENTAIRE ET NUTRIT happening in Multinational which has status as Ongoing ->,P-Z1-AAZ-017,Ongoing,Multinational- programme de renforcement de la résilience à l’insécurité alimentaire et nutrit happening in multinational,15-Oct-2014.,Details regarding project P-Z1-AAZ-017
P-Z1-AAZ-018 represents MALI_PROGRAMME DE RENFORCEMENT DE LA RÉSILIENCE À L’INSÉCURITÉ ALIMENTAIRE ET NUTRITIONNELLE happening in Multinational which has status as Ongoing ->,P-Z1-AAZ-018,Ongoing,Mali_programme de renforcement de la résilience à l’insécurité alimentaire et nutritionnelle happening in multinational,15-Oct-2014.,Details regarding project P-Z1-AAZ-018
P-Z1-AAZ-019 represents BURKINA FASO _PROGRAMME DE RENFORCEMENT DE LA RÉSILIENCE À L’INSÉCURITÉ ALIMENTAIRE ET NUTRITI happening in Multinational which has status as Ongoing ->,P-Z1-AAZ-019,Ongoing,Burkina faso _programme de renforcement de la résilience à l’insécurité alimentaire et nutriti happening in multinational,15-Oct-2014.,Details regarding project P-Z1-AAZ-019
P-Z1-AAZ-020 represents GAMBIA:PROJECT 1PROGRAM ON BUILDING RESILIENCE AGAINST FOOD AND NUTRITIONAL INSECURITY IN SAHEL-P2RS happening in Multinational which has status as Ongoing ->,P-Z1-AAZ-020,Ongoing,Gambia:project 1program on building resilience against food and nutritional insecurity in sahel-p2rs happening in multinational,15-Oct-2014.,Details regarding project P-Z1-AAZ-020
P-Z1-AAZ-021 represents MAURITANIE_PROGRAMME DE RENFORCEMENT DE LA RÉSILIENCE À L’INSÉCURITÉ ALIMENTAIRE ET NUTRITIONN happening in Multinational which has status as Ongoing ->,P-Z1-AAZ-021,Ongoing,Mauritanie_programme de renforcement de la résilience à l’insécurité alimentaire et nutritionn happening in multinational,15-Oct-2014.,Details regarding project P-Z1-AAZ-021
P-Z1-AAZ-022 represents NIGER_PROGRAMME DE RENFORCEMENT DE LA RÉSILIENCE À L’INSÉCURITÉ ALIMENTAIRE ET NUTRITIONNELLE happening in Multinational which has status as Ongoing ->,P-Z1-AAZ-022,Ongoing,Niger_programme de renforcement de la résilience à l’insécurité alimentaire et nutritionnelle happening in multinational,15-Oct-2014.,Details regarding project P-Z1-AAZ-022
P-Z1-AAZ-024 represents TCHAD_PROGRAMME DE RENFORCEMENT DE LA RÉSILIENCE À L’INSÉCURITÉ ALIMENTAIRE ET NUTRITIONNELLE happening in Multinational which has status as Ongoing ->,P-Z1-AAZ-024,Ongoing,Tchad_programme de renforcement de la résilience à l’insécurité alimentaire et nutritionnelle happening in multinational,15-Oct-2014.,Details regarding project P-Z1-AAZ-024
P-Z1-HAA-059 represents EAST AFRICAN DEVELOPMENT BANK - LINE OF CREDIT happening in Multinational which has status as Ongoing ->,P-Z1-HAA-059,Ongoing,East african development bank - line of credit happening in multinational,15-Oct-2014.,Details regarding project P-Z1-HAA-059
P-GA-K00-006 represents PROJET APPUI CHAMBRE DE COMMERCE DU GABON happening in Gabon which has status as Completed ->,P-GA-K00-006,Completed,Projet appui chambre de commerce du gabon happening in gabon,14-Oct-2014.,Details regarding project P-GA-K00-006
P-TG-KF0-007 represents PROJET D'APPUI A LA MOBILISATION DES RESSOURCES ET AU RENFORCEMENT DES CAPACITES happening in Togo which has status as Ongoing ->,P-TG-KF0-007,Ongoing,Projet d'appui a la mobilisation des ressources et au renforcement des capacites happening in togo,09-Oct-2014.,Details regarding project P-TG-KF0-007
P-MZ-EAZ-002 represents FEASIBILITY STUDIES FOR BUILDING CLIMATE RESILIENCE OF LIMPOPO BASIN IN MOZAMBIQUE happening in Mozambique which has status as Ongoing ->,P-MZ-EAZ-002,Ongoing,Feasibility studies for building climate resilience of limpopo basin in mozambique happening in mozambique,03-Oct-2014.,Details regarding project P-MZ-EAZ-002
P-Z1-IB0-016 represents EAST AFRICA'S CENTRES OF EXCELLENCE FOR SKILLS AND TERTIARY EDUCATION IN BIOMEDICAL SCIENCES PHASE 1 happening in Multinational which has status as Ongoing ->,P-Z1-IB0-016,Ongoing,East africa's centres of excellence for skills and tertiary education in biomedical sciences phase 1 happening in multinational,03-Oct-2014.,Details regarding project P-Z1-IB0-016
P-Z1-IB0-023 represents EAST AFRICA CENTERS OF EXCELLENCE KENYA happening in Multinational which has status as Ongoing ->,P-Z1-IB0-023,Ongoing,East africa centers of excellence kenya happening in multinational,03-Oct-2014.,Details regarding project P-Z1-IB0-023
P-Z1-IB0-024 represents EAST AFRICA CENTERS OF EXCELLENCE UGANDA happening in Multinational which has status as Ongoing ->,P-Z1-IB0-024,Ongoing,East africa centers of excellence uganda happening in multinational,03-Oct-2014.,Details regarding project P-Z1-IB0-024
P-Z1-IB0-025 represents EAST AFRICA CENTERS OF EXCELLENCE RWANDA happening in Multinational which has status as Ongoing ->,P-Z1-IB0-025,Ongoing,East africa centers of excellence rwanda happening in multinational,03-Oct-2014.,Details regarding project P-Z1-IB0-025
"P-Z1-HB0-038 represents COMESA – MICROFINANCE TRAINING COURSE FOR POLICY AND DEVELOPMENT, SEPTEMBER 2014 happening in Multinational which has status as Completed ->",P-Z1-HB0-038,Completed,"Comesa – microfinance training course for policy and development, september 2014 happening in multinational",03-Oct-2014.,Details regarding project P-Z1-HB0-038
P-MA-HZ0-011 represents PROG DAPPUI AU DEVELOP DU SECT FINANCE (PADESFI III) happening in Morocco which has status as Completed ->,P-MA-HZ0-011,Completed,Prog dappui au develop du sect finance (padesfi iii) happening in morocco,01-Oct-2014.,Details regarding project P-MA-HZ0-011
P-SO-EAZ-001 represents BUILDING RESILIENCE TO WATER STRESS IN SOMALILAND –BOOSTING INVESTMENTS FOR DEVELOPMENT OF WATER R happening in Somalia which has status as Ongoing ->,P-SO-EAZ-001,Ongoing,Building resilience to water stress in somaliland –boosting investments for development of water r happening in somalia,01-Oct-2014.,Details regarding project P-SO-EAZ-001
P-Z1-KZ0-021 represents EBOLA SECTOR BUDGET SUPPORT- FIGHT BACK PROGRAMME (EFBP) - LIBERIA happening in Multinational which has status as Completed ->,P-Z1-KZ0-021,Completed,Ebola sector budget support- fight back programme (efbp) - liberia happening in multinational,01-Oct-2014.,Details regarding project P-Z1-KZ0-021
P-Z1-KZ0-022 represents EBOLA FIGHT BACK PROGRAMME COTE D'IVOIRE happening in Multinational which has status as Completed ->,P-Z1-KZ0-022,Completed,Ebola fight back programme cote d'ivoire happening in multinational,01-Oct-2014.,Details regarding project P-Z1-KZ0-022
P-Z1-KZ0-023 represents EBOLA FIGHT BACK PROGRAMME GUINEA happening in Multinational which has status as Completed ->,P-Z1-KZ0-023,Completed,Ebola fight back programme guinea happening in multinational,01-Oct-2014.,Details regarding project P-Z1-KZ0-023
P-Z1-KZ0-024 represents EBOLA FIGHT BACK PROGRAMME SIERRA LEONE happening in Multinational which has status as Completed ->,P-Z1-KZ0-024,Completed,Ebola fight back programme sierra leone happening in multinational,01-Oct-2014.,Details regarding project P-Z1-KZ0-024
P-NG-HB0-005 represents LAPO MICROFINANCE LIMITED happening in Nigeria which has status as Ongoing ->,P-NG-HB0-005,Ongoing,Lapo microfinance limited happening in nigeria,01-Oct-2014.,Details regarding project P-NG-HB0-005
P-SS-AA0-002 represents EMERGENCY HUMANITARIAN ASSISTANCE TO THE CONFLICT-AFFECTED VULNERABLE POPULATION happening in South Sudan which has status as Completed ->,P-SS-AA0-002,Completed,Emergency humanitarian assistance to the conflict-affected vulnerable population happening in south sudan,26-Sep-2014.,Details regarding project P-SS-AA0-002
