,prompt,completion,project code,project_status,project name,Approval date,Code Questions
650,P-Z1-IAZ-008 represents POLICY RESEARCH CAPACITY DEVELOPMENT PROJECT happening in Multinational which has status as Ongoing ->,"Project was approved on 12-Oct-2015. 
",P-Z1-IAZ-008,Ongoing,POLICY RESEARCH CAPACITY DEVELOPMENT PROJECT happening in Multinational,12-Oct-2015.,Details regarding project P-Z1-IAZ-008
651,"P-BJ-AA0-007 represents PROJET APPUI PRODUCTION VIVRIÈRE ET RENFORCEMENT RESILIENCE DANS ALIBORI, BORGOU,COLLINES (PAPVIRE- happening in Benin which has status as Ongoing ->","Project was approved on 07-Oct-2015. 
",P-BJ-AA0-007,Ongoing,"PROJET APPUI PRODUCTION VIVRIÈRE ET RENFORCEMENT RESILIENCE DANS ALIBORI, BORGOU,COLLINES (PAPVIRE- happening in Benin",07-Oct-2015.,Details regarding project P-BJ-AA0-007
652,P-CI-KF0-001 represents PROJET D'APPUI AU RENFORCEMENT DE LA COMPETITIVITE DU SECTEUR INDUSTRIEL (PARCSI) happening in Côte D'Ivoire which has status as Ongoing ->,"Project was approved on 30-Sep-2015. 
",P-CI-KF0-001,Ongoing,PROJET D'APPUI AU RENFORCEMENT DE LA COMPETITIVITE DU SECTEUR INDUSTRIEL (PARCSI) happening in Côte D'Ivoire,30-Sep-2015.,Details regarding project P-CI-KF0-001
653,"P-KM-F00-001 represents PLAN DIRECTEUR DE PRODUCTION, TRANSPORT ET DISTRIBUTION DE L'ÉNERGIE happening in Comoros which has status as Ongoing ->","Project was approved on 30-Sep-2015. 
",P-KM-F00-001,Ongoing,"PLAN DIRECTEUR DE PRODUCTION, TRANSPORT ET DISTRIBUTION DE L'ÉNERGIE happening in Comoros",30-Sep-2015.,Details regarding project P-KM-F00-001
654,P-TZ-DB0-021 represents DAR ES SALAAM BUS RAPID TRANSIT INFRASTRUCTURE PROJECT happening in Tanzania which has status as Ongoing ->,"Project was approved on 30-Sep-2015. 
",P-TZ-DB0-021,Ongoing,DAR ES SALAAM BUS RAPID TRANSIT INFRASTRUCTURE PROJECT happening in Tanzania,30-Sep-2015.,Details regarding project P-TZ-DB0-021
655,P-Z1-FA0-018 represents PROJET ENERGIE OMVG GAMBIE happening in Multinational which has status as Ongoing ->,"Project was approved on 30-Sep-2015. 
",P-Z1-FA0-018,Ongoing,PROJET ENERGIE OMVG GAMBIE happening in Multinational,30-Sep-2015.,Details regarding project P-Z1-FA0-018
656,P-Z1-FA0-098 represents PROJET ENERGIE OMVG GUINEE happening in Multinational which has status as Ongoing ->,"Project was approved on 30-Sep-2015. 
",P-Z1-FA0-098,Ongoing,PROJET ENERGIE OMVG GUINEE happening in Multinational,30-Sep-2015.,Details regarding project P-Z1-FA0-098
657,P-Z1-FA0-099 represents PROJET ENERGIE OMVG GUINEE BISSAU happening in Multinational which has status as Ongoing ->,"Project was approved on 30-Sep-2015. 
",P-Z1-FA0-099,Ongoing,PROJET ENERGIE OMVG GUINEE BISSAU happening in Multinational,30-Sep-2015.,Details regarding project P-Z1-FA0-099
658,P-Z1-FA0-101 represents PROJET ENERGIE OMVG SENEGAL happening in Multinational which has status as Ongoing ->,"Project was approved on 30-Sep-2015. 
",P-Z1-FA0-101,Ongoing,PROJET ENERGIE OMVG SENEGAL happening in Multinational,30-Sep-2015.,Details regarding project P-Z1-FA0-101
659,P-ZW-E00-005 represents ADDITIONAL FINANCING TO URGENT WATER SUPPLY AND SANITATION REHABILITATION PROJECT PHASE 2 happening in Zimbabwe which has status as Ongoing ->,"Project was approved on 30-Sep-2015. 
",P-ZW-E00-005,Ongoing,ADDITIONAL FINANCING TO URGENT WATER SUPPLY AND SANITATION REHABILITATION PROJECT PHASE 2 happening in Zimbabwe,30-Sep-2015.,Details regarding project P-ZW-E00-005
660,P-CF-KZ0-003 represents PROGRAMME D’URGENCE D’APPUI À LA SORTIE DE CRISE ET À LA REPRISE ECONOMIQUE - PHASE 2 (PUASCRE happening in Centrafrique which has status as Completed ->,"Project was approved on 23-Sep-2015. 
",P-CF-KZ0-003,Completed,PROGRAMME D’URGENCE D’APPUI À LA SORTIE DE CRISE ET À LA REPRISE ECONOMIQUE - PHASE 2 (PUASCRE happening in Centrafrique,23-Sep-2015.,Details regarding project P-CF-KZ0-003
661,P-GM-K00-011 represents INSTITUTIONAL SUPPORT FOR ECONOMIC AND FINANCIAL GOVERNANCE PHASE III PROJECT happening in Gambia which has status as Ongoing ->,"Project was approved on 23-Sep-2015. 
",P-GM-K00-011,Ongoing,INSTITUTIONAL SUPPORT FOR ECONOMIC AND FINANCIAL GOVERNANCE PHASE III PROJECT happening in Gambia,23-Sep-2015.,Details regarding project P-GM-K00-011
662,P-MG-AA0-027 represents PROJET JEUNES ENTREPRISES RURALES DANS LE MOYEN-OUEST happening in Madagascar which has status as Ongoing ->,"Project was approved on 23-Sep-2015. 
",P-MG-AA0-027,Ongoing,PROJET JEUNES ENTREPRISES RURALES DANS LE MOYEN-OUEST happening in Madagascar,23-Sep-2015.,Details regarding project P-MG-AA0-027
663,P-SC-K00-005 represents INCLUSIVE PSD AND COMPETITIVENESS PBO-II happening in Seychelles which has status as Completed ->,"Project was approved on 23-Sep-2015. 
",P-SC-K00-005,Completed,INCLUSIVE PSD AND COMPETITIVENESS PBO-II happening in Seychelles,23-Sep-2015.,Details regarding project P-SC-K00-005
664,P-Z1-HZ0-016 represents BENIN - AFRICAN TRADE INSURANCE - RMC MEMBERSHIP PROGRAMME happening in Multinational which has status as Completed ->,"Project was approved on 23-Sep-2015. 
",P-Z1-HZ0-016,Completed,BENIN - AFRICAN TRADE INSURANCE - RMC MEMBERSHIP PROGRAMME happening in Multinational,23-Sep-2015.,Details regarding project P-Z1-HZ0-016
665,P-Z1-HZ0-022 represents COTE D'IVOIRE - AFRICAN TRADE INSURANCE - RMC MEMBERSHIP PROGRAMME happening in Multinational which has status as Completed ->,"Project was approved on 23-Sep-2015. 
",P-Z1-HZ0-022,Completed,COTE D'IVOIRE - AFRICAN TRADE INSURANCE - RMC MEMBERSHIP PROGRAMME happening in Multinational,23-Sep-2015.,Details regarding project P-Z1-HZ0-022
666,P-Z1-HZ0-023 represents ETHIOPIA- AFRICAN TRADE INSURANCE - RMC MEMBERSHIP PROGRAMME happening in Multinational which has status as Completed ->,"Project was approved on 23-Sep-2015. 
",P-Z1-HZ0-023,Completed,ETHIOPIA- AFRICAN TRADE INSURANCE - RMC MEMBERSHIP PROGRAMME happening in Multinational,23-Sep-2015.,Details regarding project P-Z1-HZ0-023
667,P-Z1-K00-071 represents MULTINATIONAL STATISTICAL CAPACITY BUILDING PROGRAM (SCB 4.2) happening in Multinational which has status as Ongoing ->,"Project was approved on 22-Sep-2015. 
",P-Z1-K00-071,Ongoing,MULTINATIONAL STATISTICAL CAPACITY BUILDING PROGRAM (SCB 4.2) happening in Multinational,22-Sep-2015.,Details regarding project P-Z1-K00-071
668,P-MA-DD0-004 represents PROJET DE CONSTRUCTION DU COMPLEXE PORTUAIRE NADOR WEST MED happening in Morocco which has status as Ongoing ->,"Project was approved on 16-Sep-2015. 
",P-MA-DD0-004,Ongoing,PROJET DE CONSTRUCTION DU COMPLEXE PORTUAIRE NADOR WEST MED happening in Morocco,16-Sep-2015.,Details regarding project P-MA-DD0-004
669,P-TZ-E00-008 represents ARUSHA SUSTAINABLE WATER AND SANITATION DELIVERY PROJECT happening in Tanzania which has status as Ongoing ->,"Project was approved on 16-Sep-2015. 
",P-TZ-E00-008,Ongoing,ARUSHA SUSTAINABLE WATER AND SANITATION DELIVERY PROJECT happening in Tanzania,16-Sep-2015.,Details regarding project P-TZ-E00-008
670,P-UG-FA0-006 represents UGANDA RURAL ELECTRICITY ACCESS PROJECT happening in Uganda which has status as Ongoing ->,"Project was approved on 16-Sep-2015. 
",P-UG-FA0-006,Ongoing,UGANDA RURAL ELECTRICITY ACCESS PROJECT happening in Uganda,16-Sep-2015.,Details regarding project P-UG-FA0-006
671,P-MG-IC0-002 represents ASSISTANCE ALIMENTAIRE ET NUTRITIONNELLE D'URGENCE GRAND SUD happening in Madagascar which has status as Completed ->,"Project was approved on 11-Sep-2015. 
",P-MG-IC0-002,Completed,ASSISTANCE ALIMENTAIRE ET NUTRITIONNELLE D'URGENCE GRAND SUD happening in Madagascar,11-Sep-2015.,Details regarding project P-MG-IC0-002
672,P-MW-KF0-003 represents PUBLIC FINANCE MANAGEMENT INSTITUTIONAL SUPPORT PROJECT-PHASE TWO (PFMISP II) happening in Malawi which has status as Ongoing ->,"Project was approved on 10-Sep-2015. 
",P-MW-KF0-003,Ongoing,PUBLIC FINANCE MANAGEMENT INSTITUTIONAL SUPPORT PROJECT-PHASE TWO (PFMISP II) happening in Malawi,10-Sep-2015.,Details regarding project P-MW-KF0-003
673,P-SD-E00-002 represents WATER SECTOR REFORMS AND INSTITUTIONAL CAPACITY DEVELOPMENT PROGRAM happening in Sudan which has status as Ongoing ->,"Project was approved on 09-Sep-2015. 
",P-SD-E00-002,Ongoing,WATER SECTOR REFORMS AND INSTITUTIONAL CAPACITY DEVELOPMENT PROGRAM happening in Sudan,09-Sep-2015.,Details regarding project P-SD-E00-002
674,P-Z1-FA0-055 represents NIGERIA-BENIN 330 KV INTERCONNECTION REINFORCEMENT PROJECT happening in Multinational which has status as Ongoing ->,"Project was approved on 24-Aug-2015. 
",P-Z1-FA0-055,Ongoing,NIGERIA-BENIN 330 KV INTERCONNECTION REINFORCEMENT PROJECT happening in Multinational,24-Aug-2015.,Details regarding project P-Z1-FA0-055
675,P-Z1-KF0-046 represents ASSISTANCE TECHNIQUE ET RENFORCEMENT DES CAPACITES EN GENRE A MADAGASCAR ET AUX COMORES (PMATG-COI) happening in Multinational which has status as Ongoing ->,"Project was approved on 21-Aug-2015. 
",P-Z1-KF0-046,Ongoing,ASSISTANCE TECHNIQUE ET RENFORCEMENT DES CAPACITES EN GENRE A MADAGASCAR ET AUX COMORES (PMATG-COI) happening in Multinational,21-Aug-2015.,Details regarding project P-Z1-KF0-046
676,P-TN-BG0-003 represents TRANSFORMATION STRUCTURELLE ET APPUI AUX CRENEAUX PORTEURS happening in Tunisia which has status as Ongoing ->,"Project was approved on 14-Aug-2015. 
",P-TN-BG0-003,Ongoing,TRANSFORMATION STRUCTURELLE ET APPUI AUX CRENEAUX PORTEURS happening in Tunisia,14-Aug-2015.,Details regarding project P-TN-BG0-003
677,P-TN-BG0-004 represents PROJET D'APPUI À LA MISE EN PLACE D'UNE POLITIQUE INDUSTRIELLE ET D'INNOVATION happening in Tunisia which has status as Ongoing ->,"Project was approved on 14-Aug-2015. 
",P-TN-BG0-004,Ongoing,PROJET D'APPUI À LA MISE EN PLACE D'UNE POLITIQUE INDUSTRIELLE ET D'INNOVATION happening in Tunisia,14-Aug-2015.,Details regarding project P-TN-BG0-004
678,P-DJ-IZ0-001 represents AIDE D'URGENCE POUR UNE ASSISTANCE AUX REFUGIES EN PROVENANCE DU YEMEN happening in Djibouti which has status as Completed ->,"Project was approved on 06-Aug-2015. 
",P-DJ-IZ0-001,Completed,AIDE D'URGENCE POUR UNE ASSISTANCE AUX REFUGIES EN PROVENANCE DU YEMEN happening in Djibouti,06-Aug-2015.,Details regarding project P-DJ-IZ0-001
679,P-Z1-EAZ-045 represents ELABORATION DU PROGRAMME REGIONAL DE DEVELOPPEMENT INTEGRE DE LA PLAINE DE RUZIZI happening in Multinational which has status as Ongoing ->,"Project was approved on 16-Jul-2015. 
",P-Z1-EAZ-045,Ongoing,ELABORATION DU PROGRAMME REGIONAL DE DEVELOPPEMENT INTEGRE DE LA PLAINE DE RUZIZI happening in Multinational,16-Jul-2015.,Details regarding project P-Z1-EAZ-045
680,P-MA-KA0-003 represents APPUI À LA MISE EN PLACE ET L’OPERATIONN happening in Morocco which has status as Ongoing ->,"Project was approved on 14-Jul-2015. 
",P-MA-KA0-003,Ongoing,APPUI À LA MISE EN PLACE ET L’OPERATIONN happening in Morocco,14-Jul-2015.,Details regarding project P-MA-KA0-003
681,P-BF-FA0-008 represents PROGRAMME D'APPUI BUDGETAIRE AU SECTEUR DE L'ENERGIE (PASE) happening in Burkina Faso which has status as Completed ->,"Project was approved on 10-Jul-2015. 
",P-BF-FA0-008,Completed,PROGRAMME D'APPUI BUDGETAIRE AU SECTEUR DE L'ENERGIE (PASE) happening in Burkina Faso,10-Jul-2015.,Details regarding project P-BF-FA0-008
682,P-DJ-I00-001 represents PROJET D'APPUI A LA RÉALISATION DES INFRASTRUCTURES SOCIOECONOMIQUES ET A LA PROMOTION DES ACTIVITE happening in Djibouti which has status as Ongoing ->,"Project was approved on 10-Jul-2015. 
",P-DJ-I00-001,Ongoing,PROJET D'APPUI A LA RÉALISATION DES INFRASTRUCTURES SOCIOECONOMIQUES ET A LA PROMOTION DES ACTIVITE happening in Djibouti,10-Jul-2015.,Details regarding project P-DJ-I00-001
683,P-EG-H00-002 represents CSD LOCAL CAPITAL MARKET DEVELOPMENT happening in Egypt which has status as Completed ->,"Project was approved on 10-Jul-2015. 
",P-EG-H00-002,Completed,CSD LOCAL CAPITAL MARKET DEVELOPMENT happening in Egypt,10-Jul-2015.,Details regarding project P-EG-H00-002
684,P-ZM-DB0-003 represents CHINSALI - NAKONDE ROAD REHABILITATION PROJECT (NORTH-SOUTH CORRIDOR) happening in Zambia which has status as Ongoing ->,"Project was approved on 10-Jul-2015. 
",P-ZM-DB0-003,Ongoing,CHINSALI - NAKONDE ROAD REHABILITATION PROJECT (NORTH-SOUTH CORRIDOR) happening in Zambia,10-Jul-2015.,Details regarding project P-ZM-DB0-003
685,P-ZW-KF0-006 represents STRENGTHENING INSTITUTIONS OF TRANSPARENCY AND ACCOUNTABILITY (SITA) happening in Zimbabwe which has status as Ongoing ->,"Project was approved on 10-Jul-2015. 
",P-ZW-KF0-006,Ongoing,STRENGTHENING INSTITUTIONS OF TRANSPARENCY AND ACCOUNTABILITY (SITA) happening in Zimbabwe,10-Jul-2015.,Details regarding project P-ZW-KF0-006
686,P-CM-GB0-002 represents PROJET CENTRAL AFRICA BACKBONE (CAB) – COMPOSANTE CAMEROUN happening in Cameroon which has status as Ongoing ->,"Project was approved on 09-Jul-2015. 
",P-CM-GB0-002,Ongoing,PROJET CENTRAL AFRICA BACKBONE (CAB) – COMPOSANTE CAMEROUN happening in Cameroon,09-Jul-2015.,Details regarding project P-CM-GB0-002
687,P-CM-H00-001 represents PROJET DE GARANTIE AUX RÉFORMES POUR LA COUVERTURE DU RISQUE DE CHANGE happening in Cameroon which has status as Approved ->,"Project was approved on 09-Jul-2015. 
",P-CM-H00-001,Approved,PROJET DE GARANTIE AUX RÉFORMES POUR LA COUVERTURE DU RISQUE DE CHANGE happening in Cameroon,09-Jul-2015.,Details regarding project P-CM-H00-001
688,P-CM-H00-003 represents GARANTIE PARTIELLE DE CREDIT DB happening in Cameroon which has status as Approved ->,"Project was approved on 09-Jul-2015. 
",P-CM-H00-003,Approved,GARANTIE PARTIELLE DE CREDIT DB happening in Cameroon,09-Jul-2015.,Details regarding project P-CM-H00-003
689,P-CM-H00-004 represents GARANTIE PARTIELLE DE CREDIT SG happening in Cameroon which has status as Approved ->,"Project was approved on 09-Jul-2015. 
",P-CM-H00-004,Approved,GARANTIE PARTIELLE DE CREDIT SG happening in Cameroon,09-Jul-2015.,Details regarding project P-CM-H00-004
690,P-MG-K00-009 represents PROJET D'APPUI A LA PROMOTION DES INVESTISSEMENTS (PAPI) happening in Madagascar which has status as Ongoing ->,"Project was approved on 09-Jul-2015. 
",P-MG-K00-009,Ongoing,PROJET D'APPUI A LA PROMOTION DES INVESTISSEMENTS (PAPI) happening in Madagascar,09-Jul-2015.,Details regarding project P-MG-K00-009
691,P-NA-HAA-004 represents DEVELOPMENT BANK OF NAMIBIA happening in Namibia which has status as Ongoing ->,"Project was approved on 09-Jul-2015. 
",P-NA-HAA-004,Ongoing,DEVELOPMENT BANK OF NAMIBIA happening in Namibia,09-Jul-2015.,Details regarding project P-NA-HAA-004
692,P-GW-FA0-004 represents PROJET D'AMELIORATION DU SERVICE DE L'ELECTRICITE DANS LA VILLE DE BISSAU (PASEB) happening in Guinea-Bissau which has status as Ongoing ->,"Project was approved on 08-Jul-2015. 
",P-GW-FA0-004,Ongoing,PROJET D'AMELIORATION DU SERVICE DE L'ELECTRICITE DANS LA VILLE DE BISSAU (PASEB) happening in Guinea-Bissau,08-Jul-2015.,Details regarding project P-GW-FA0-004
693,P-MA-H00-004 represents PROGRAMME D'APPUI À LA COMPETITIVITE DE L'ECONOMIE MAROCAINE happening in Morocco which has status as Completed ->,"Project was approved on 08-Jul-2015. 
",P-MA-H00-004,Completed,PROGRAMME D'APPUI À LA COMPETITIVITE DE L'ECONOMIE MAROCAINE happening in Morocco,08-Jul-2015.,Details regarding project P-MA-H00-004
694,P-NA-KA0-001 represents MIC GRANT INSTITUTIONAL STRENGTHENING FOR PPP happening in Namibia which has status as Ongoing ->,"Project was approved on 08-Jul-2015. 
",P-NA-KA0-001,Ongoing,MIC GRANT INSTITUTIONAL STRENGTHENING FOR PPP happening in Namibia,08-Jul-2015.,Details regarding project P-NA-KA0-001
695,P-SC-H00-002 represents STRENGTHENING FINANCIAL MARKET happening in Seychelles which has status as Completed ->,"Project was approved on 08-Jul-2015. 
",P-SC-H00-002,Completed,STRENGTHENING FINANCIAL MARKET happening in Seychelles,08-Jul-2015.,Details regarding project P-SC-H00-002
696,P-Z1-DA0-010 represents PROJET D’APPUI AU SECTEUR DU TRANSPORT AERIEN EN AFRIQUE CENTRALE ET OCCIDENTALE - DON A LA CEDEAO happening in Multinational which has status as Ongoing ->,"Project was approved on 06-Jul-2015. 
",P-Z1-DA0-010,Ongoing,PROJET D’APPUI AU SECTEUR DU TRANSPORT AERIEN EN AFRIQUE CENTRALE ET OCCIDENTALE - DON A LA CEDEAO happening in Multinational,06-Jul-2015.,Details regarding project P-Z1-DA0-010
697,P-Z1-DA0-011 represents PROJET D’APPUI AU SECTEUR DU TRANSPORT AERIEN EN AFRIQUE CENTRALE ET OCCIDENTALE - DON A L'UEMOA happening in Multinational which has status as Ongoing ->,"Project was approved on 06-Jul-2015. 
",P-Z1-DA0-011,Ongoing,PROJET D’APPUI AU SECTEUR DU TRANSPORT AERIEN EN AFRIQUE CENTRALE ET OCCIDENTALE - DON A L'UEMOA happening in Multinational,06-Jul-2015.,Details regarding project P-Z1-DA0-011
698,P-Z1-DA0-012 represents PROJET D’APPUI AU SECTEUR DU TRANSPORT AERIEN EN AFRIQUE CENTRALE ET OCCIDENTALE - DON A LA CEEAC happening in Multinational which has status as Ongoing ->,"Project was approved on 06-Jul-2015. 
",P-Z1-DA0-012,Ongoing,PROJET D’APPUI AU SECTEUR DU TRANSPORT AERIEN EN AFRIQUE CENTRALE ET OCCIDENTALE - DON A LA CEEAC happening in Multinational,06-Jul-2015.,Details regarding project P-Z1-DA0-012
699,P-CG-KZ0-001 represents PROJET D’APPUI AU CLIMAT DES INVESTISSEMENTS ET A LA GOUVERNANCE FORESTIERE happening in Congo CG which has status as Ongoing ->,"Project was approved on 01-Jul-2015. 
",P-CG-KZ0-001,Ongoing,PROJET D’APPUI AU CLIMAT DES INVESTISSEMENTS ET A LA GOUVERNANCE FORESTIERE happening in Congo CG,01-Jul-2015.,Details regarding project P-CG-KZ0-001
700,P-GW-K00-005 represents PROJET D’APPUI AU RENFORCEMENT DE LA GOUVERNANCE ECONOMIQUE ET FINANCIÈRE (PARGEF) happening in Guinea-Bissau which has status as Ongoing ->,"Project was approved on 01-Jul-2015. 
",P-GW-K00-005,Ongoing,PROJET D’APPUI AU RENFORCEMENT DE LA GOUVERNANCE ECONOMIQUE ET FINANCIÈRE (PARGEF) happening in Guinea-Bissau,01-Jul-2015.,Details regarding project P-GW-K00-005
701,P-KE-IAE-002 represents SUPPORT TO TVET AND TRAINING FOR RELEVANT SKILLS DEVELOPMENT PROJECT - PHASE II happening in Kenya which has status as Ongoing ->,"Project was approved on 01-Jul-2015. 
",P-KE-IAE-002,Ongoing,SUPPORT TO TVET AND TRAINING FOR RELEVANT SKILLS DEVELOPMENT PROJECT - PHASE II happening in Kenya,01-Jul-2015.,Details regarding project P-KE-IAE-002
702,P-ZM-E00-028 represents TRANSFORMING RURAL LIVELIHOODS IN WESTERN ZAMBIA - NATIONAL RURAL WATER SUPPLY AND SANITATION II happening in Zambia which has status as Ongoing ->,"Project was approved on 29-Jun-2015. 
",P-ZM-E00-028,Ongoing,TRANSFORMING RURAL LIVELIHOODS IN WESTERN ZAMBIA - NATIONAL RURAL WATER SUPPLY AND SANITATION II happening in Zambia,29-Jun-2015.,Details regarding project P-ZM-E00-028
703,P-CD-EAZ-002 represents ELABORATION SD-GIEU KINSHASA ET ETUDE DE FAISABILITE AEP DE KINSHASA-OUEST happening in Dem Rep Congo which has status as Ongoing ->,"Project was approved on 26-Jun-2015. 
",P-CD-EAZ-002,Ongoing,ELABORATION SD-GIEU KINSHASA ET ETUDE DE FAISABILITE AEP DE KINSHASA-OUEST happening in Dem Rep Congo,26-Jun-2015.,Details regarding project P-CD-EAZ-002
704,P-CF-IE0-004 represents PROGRAMME D'APPUI A LA RECONSTRUCTION DES COMMUNAUTES DE BASE-PHASE 1 happening in Centrafrique which has status as Ongoing ->,"Project was approved on 24-Jun-2015. 
",P-CF-IE0-004,Ongoing,PROGRAMME D'APPUI A LA RECONSTRUCTION DES COMMUNAUTES DE BASE-PHASE 1 happening in Centrafrique,24-Jun-2015.,Details regarding project P-CF-IE0-004
705,P-ZM-E00-010 represents LUSAKA SANITATION PROGRAM happening in Zambia which has status as Ongoing ->,"Project was approved on 24-Jun-2015. 
",P-ZM-E00-010,Ongoing,LUSAKA SANITATION PROGRAM happening in Zambia,24-Jun-2015.,Details regarding project P-ZM-E00-010
706,"P-CD-IZ0-005 represents PROJET D'APPUI À L'ENQUÊTE DU TYPE QUIBB ""QUESTIONANAIRE UNIFIÉ À INDICATEUR DE BASE DU BIEN-ÊT happening in Dem Rep Congo which has status as Completed ->","Project was approved on 22-Jun-2015. 
",P-CD-IZ0-005,Completed,"PROJET D'APPUI À L'ENQUÊTE DU TYPE QUIBB ""QUESTIONANAIRE UNIFIÉ À INDICATEUR DE BASE DU BIEN-ÊT happening in Dem Rep Congo",22-Jun-2015.,Details regarding project P-CD-IZ0-005
707,P-EG-AAC-019 represents NATIONAL DRAINAGE PROGROGRAMME NDP) happening in Egypt which has status as Ongoing ->,"Project was approved on 17-Jun-2015. 
",P-EG-AAC-019,Ongoing,NATIONAL DRAINAGE PROGROGRAMME NDP) happening in Egypt,17-Jun-2015.,Details regarding project P-EG-AAC-019
708,P-Z1-A00-015 represents SUDAN_DROUGHT RESILINENCE AND SUTAINABLE LIVELIHOODS IN THE HORN OF AFRICA happening in Multinational which has status as Ongoing ->,"Project was approved on 17-Jun-2015. 
",P-Z1-A00-015,Ongoing,SUDAN_DROUGHT RESILINENCE AND SUTAINABLE LIVELIHOODS IN THE HORN OF AFRICA happening in Multinational,17-Jun-2015.,Details regarding project P-Z1-A00-015
709,P-Z1-AAZ-037 represents MULTINATIONAL-DROUGHT RESILIENCE AND SUSTAINABLE LIVELIHOOD PROGRAM_DRSLP III-DJIBOUTI COMPONENT happening in Multinational which has status as Ongoing ->,"Project was approved on 17-Jun-2015. 
",P-Z1-AAZ-037,Ongoing,MULTINATIONAL-DROUGHT RESILIENCE AND SUSTAINABLE LIVELIHOOD PROGRAM_DRSLP III-DJIBOUTI COMPONENT happening in Multinational,17-Jun-2015.,Details regarding project P-Z1-AAZ-037
710,P-GH-F00-014 represents NET METERED SOLAR PV FOR SMES AND LIGHTING PROJECT - SREP PROJECT PREPARATION GRANT happening in Ghana which has status as Ongoing ->,"Project was approved on 16-Jun-2015. 
",P-GH-F00-014,Ongoing,NET METERED SOLAR PV FOR SMES AND LIGHTING PROJECT - SREP PROJECT PREPARATION GRANT happening in Ghana,16-Jun-2015.,Details regarding project P-GH-F00-014
711,P-RW-HAB-004 represents ACCESS BANK RWANDA - AFRICA SME PROGRAM happening in Rwanda which has status as Ongoing ->,"Project was approved on 15-Jun-2015. 
",P-RW-HAB-004,Ongoing,ACCESS BANK RWANDA - AFRICA SME PROGRAM happening in Rwanda,15-Jun-2015.,Details regarding project P-RW-HAB-004
712,P-ET-EAZ-005 represents MARKETING & SERVICE CHAIN SUPPORT FOR TOTAL SANITATION IN ARBA MINCH happening in Ethiopia which has status as Ongoing ->,"Project was approved on 11-Jun-2015. 
",P-ET-EAZ-005,Ongoing,MARKETING & SERVICE CHAIN SUPPORT FOR TOTAL SANITATION IN ARBA MINCH happening in Ethiopia,11-Jun-2015.,Details regarding project P-ET-EAZ-005
713,P-MG-IZ0-006 represents AIDE D'URGENCE REMISE EN ETAT DES INFRASTRUCTURES SOCIALES APRES LE CYCLONE CHEDZA happening in Madagascar which has status as Completed ->,"Project was approved on 11-Jun-2015. 
",P-MG-IZ0-006,Completed,AIDE D'URGENCE REMISE EN ETAT DES INFRASTRUCTURES SOCIALES APRES LE CYCLONE CHEDZA happening in Madagascar,11-Jun-2015.,Details regarding project P-MG-IZ0-006
714,P-NG-H00-004 represents SUPPORT FOR NIGERIAN EXTRACTIVE INDUSTRIES TRANSPARENCY INITIATIVE (NEITI) happening in Nigeria which has status as Ongoing ->,"Project was approved on 10-Jun-2015. 
",P-NG-H00-004,Ongoing,SUPPORT FOR NIGERIAN EXTRACTIVE INDUSTRIES TRANSPARENCY INITIATIVE (NEITI) happening in Nigeria,10-Jun-2015.,Details regarding project P-NG-H00-004
715,P-ST-AA0-005 represents PROJET DE RÉHABILITATION DES INFRASTRUCTURES D’APPUI À LA SÉCURITÉ ALIMENTAIRE II( PRIASA II) happening in Sao Tome which has status as Ongoing ->,"Project was approved on 10-Jun-2015. 
",P-ST-AA0-005,Ongoing,PROJET DE RÉHABILITATION DES INFRASTRUCTURES D’APPUI À LA SÉCURITÉ ALIMENTAIRE II( PRIASA II) happening in Sao Tome,10-Jun-2015.,Details regarding project P-ST-AA0-005
716,P-GH-F00-013 represents RENEWABLE MINI-GRIDS AND STAND-ALONE SYSTEMS PROJECT - SREP PROJECT PREPARATION GRANT happening in Ghana which has status as Ongoing ->,"Project was approved on 04-Jun-2015. 
",P-GH-F00-013,Ongoing,RENEWABLE MINI-GRIDS AND STAND-ALONE SYSTEMS PROJECT - SREP PROJECT PREPARATION GRANT happening in Ghana,04-Jun-2015.,Details regarding project P-GH-F00-013
717,P-BJ-D00-007 represents PROJET TRANSPORT URBAIN A PARAKOU - PRET ADDITIONNEL happening in Benin which has status as Ongoing ->,"Project was approved on 03-Jun-2015. 
",P-BJ-D00-007,Ongoing,PROJET TRANSPORT URBAIN A PARAKOU - PRET ADDITIONNEL happening in Benin,03-Jun-2015.,Details regarding project P-BJ-D00-007
718,P-CD-KB0-001 represents PROJET D'APPUI AU DEVELOPPEMENT DU SECTEUR PRIVE ET A LA CREATION DE L'EMPLOI (PADSP-CE) happening in Dem Rep Congo which has status as Ongoing ->,"Project was approved on 03-Jun-2015. 
",P-CD-KB0-001,Ongoing,PROJET D'APPUI AU DEVELOPPEMENT DU SECTEUR PRIVE ET A LA CREATION DE L'EMPLOI (PADSP-CE) happening in Dem Rep Congo,03-Jun-2015.,Details regarding project P-CD-KB0-001
719,P-TN-IB0-003 represents MIC - PROJET D'APPUI A LA PROMOTION DES INVESTISSEMENTS ET DES EXPORTATIONS DANS LE SECTEUR DE LA SA happening in Tunisia which has status as Ongoing ->,"Project was approved on 03-Jun-2015. 
",P-TN-IB0-003,Ongoing,MIC - PROJET D'APPUI A LA PROMOTION DES INVESTISSEMENTS ET DES EXPORTATIONS DANS LE SECTEUR DE LA SA happening in Tunisia,03-Jun-2015.,Details regarding project P-TN-IB0-003
