Question,Answer
P-SC-EA0-004 represents MAHE SUSTAINABLE WATER AUGMENTATION PROJECT happening in Seychelles which has status as Ongoing ->,"Project was approved on 01-Apr-2015. 
"
P-TN-FA0-003 represents PROJET DE DEVELOPPEMENT DU RESEAU DE TRANSPORT ET DE DISTRIBUTION DE GAZ NATUREL happening in Tunisia which has status as Ongoing ->,"Project was approved on 01-Apr-2015. 
"
P-Z1-HAB-020 represents FIRSTRAND BANK RPA happening in Multinational which has status as Ongoing ->,"Project was approved on 01-Apr-2015. 
"
P-SD-IBD-006 represents BUILDING CAPACITY FOR INCLUSIVE SERVICE DELIVERY (BCISD) happening in Sudan which has status as Ongoing ->,"Project was approved on 25-Mar-2015. 
"
P-Z1-AAZ-023 represents Programme de renforcement de la résilience à l’insécurité alimentaire et nutritionnelle en milieu rural au Sénégal (P2RS) happening in Multinational which has status as Ongoing ->,"Project was approved on 16-Mar-2015. 
"
P-KE-DB0-021 represents MOMBASA-MARIAKANI ROAD HIGHWAY PROJECT happening in Kenya which has status as Ongoing ->,"Project was approved on 11-Mar-2015. 
"
P-CV-I00-001 represents AIDE D'URGENCE AUX POPULATIONS AFFECTÉES PAR L'ÉRUPTION DU VOLCAN happening in Cape Verde which has status as Completed ->,"Project was approved on 06-Mar-2015. 
"
P-UG-E00-013 represents ADDITIONAL FUNDS TO WATER SUPPLY AND SAN happening in Uganda which has status as Ongoing ->,"Project was approved on 04-Mar-2015. 
"
P-ER-IA0-001 represents SKILLS DEVELOPMENT FOR EMPLOYABILITY AND ENTREPRENEURSHIP happening in Eritrea which has status as Ongoing ->,"Project was approved on 03-Mar-2015. 
"
P-DZ-KF0-002 represents PROJET D’APPUI AU DEVELOPPEMENT DE LA PME (PAD-PME) happening in Algeria which has status as Completed ->,"Project was approved on 02-Mar-2015. 
"
P-EG-AAC-017 represents USE OF RENEWABLE ENERGY FOR PUMPING IRRI happening in Egypt which has status as Ongoing ->,"Project was approved on 26-Feb-2015. 
"
P-Z1-FA0-052 represents KENYA - TANZANIA INTERCONNECTION (TANZANIA) happening in Multinational which has status as Ongoing ->,"Project was approved on 18-Feb-2015. 
"
P-Z1-FA0-086 represents KENYA - TANZANIA INTERCONNECTION (KENYA) happening in Multinational which has status as Ongoing ->,"Project was approved on 18-Feb-2015. 
"
P-DZ-IAZ-001 represents MIC - ETUDE SUR LA CROISSANCE INCLUSIVE ET L’EMPLOI happening in Algeria which has status as Ongoing ->,"Project was approved on 17-Feb-2015. 
"
P-SO-IZ0-006 represents EMERGENCY ASSISTANCE TO VICTIMS OF DROUGHT 2014 happening in Somalia which has status as Completed ->,"Project was approved on 09-Feb-2015. 
"
P-Z1-KF0-044 represents CRISIS RESPONSE: TA TO AFRICAN UNION TO SUPPORT COUNTRIES MOST AFFECTED WITH EBOLA EPIDEMIC happening in Multinational which has status as Completed ->,"Project was approved on 26-Jan-2015. 
"
P-ET-HB0-002 represents CAPACITY BUILDING FOR FINANCIAL INCLUSION IN ETHIOPIA (M-BIRR – MOBILE MONEY SERVICE) happening in Ethiopia which has status as Completed ->,"Project was approved on 26-Jan-2015. 
"
P-LR-HB0-001 represents TECHNICAL ASSISTANCE TO ACCESS BANK LIBERIA happening in Liberia which has status as Completed ->,"Project was approved on 26-Jan-2015. 
"
P-TG-I00-006 represents THE KARA AND LOME MARKET RECONSTRUCTION AND TRADERS SUPPORT PROJECT (PARMCO) happening in Togo which has status as Completed ->,"Project was approved on 26-Jan-2015. 
"
P-CM-I00-001 represents PROJET D'AIDE D'URGENCE HUMANITAIRE AUX REFUGIES AU CAMEROUN happening in Cameroon which has status as Completed ->,"Project was approved on 13-Jan-2015. 
"
P-MG-IBE-003 represents AIDE HUMANITAIRE D'URGENCE POUR LUTTER CONTRE L'EPIDEMIE DE LA PESTE happening in Madagascar which has status as Closed ->,"Project was approved on 23-Dec-2014. 
"
P-AO-AAZ-002 represents CABINDA PROVINCE AGRICULTURE DEVELOPMENT STUDY happening in Angola which has status as Closed ->,"Project was approved on 22-Dec-2014. 
"
P-SC-EA0-005 represents INTEGRATED SANITATION MASTER PLAN happening in Seychelles which has status as Completed ->,"Project was approved on 22-Dec-2014. 
"
P-ZA-DC0-001 represents TRANSNET EXPANSION CORPORATE LOAN II happening in South Africa which has status as Ongoing ->,"Project was approved on 18-Dec-2014. 
"
P-BI-KA0-005 represents PROGRAMME D'APPUI A LA GOUVERNANCE ECONOMIQUE PHASE I (PARGE I) happening in Burundi which has status as Completed ->,"Project was approved on 18-Dec-2014. 
"
P-CG-IAE-001 represents PROJET DE DÉVELOPPEMENT DES COMPÉTENCES ET DES RESSOURCES HUMAINES (PDCRH) happening in Congo CG which has status as Ongoing ->,"Project was approved on 18-Dec-2014. 
"
P-Z1-DB0-103 represents CI - PROGRAMME D’AMÉNAGEMENT DE ROUTES ET DE FACILITATION DES TRANSPORTS - UNION DU FLEUVE MANO happening in Multinational which has status as Ongoing ->,"Project was approved on 18-Dec-2014. 
"
P-Z1-DB0-161 represents LIBERIA - PROGRAMME D’AMÉNAGEMENT DE ROUTES ET DE FACILITATION DES TRANSPORTS - UNION DU FLEUVE M happening in Multinational which has status as Ongoing ->,"Project was approved on 18-Dec-2014. 
"
P-Z1-DB0-162 represents GUINEE- PROGRAMME D’AMÉNAGEMENT DE ROUTES ET DE FACILITATION DES TRANSPORTS - UNION DU FLEUVE MAN happening in Multinational which has status as Ongoing ->,"Project was approved on 18-Dec-2014. 
"
P-ZM-AA0-021 represents LAKE TANGANYIKA DEVELOPMENT PROJ happening in Zambia which has status as Ongoing ->,"Project was approved on 18-Dec-2014. 
"
P-CD-DB0-009 represents PROJET D’AMENAGEMENT DE LA RN1 (TSHIKAPA-MBUJI MAYI) ET DE CONSTRUCTION DES INFRASTRUCTURES RURAL happening in Dem Rep Congo which has status as Ongoing ->,"Project was approved on 17-Dec-2014. 
"
P-ML-KA0-003 represents PAUGRE - PROGRAMME D'APPUI A LA GOUVERNANCE ET A LA REPRISE ECONOMIQUE happening in Mali which has status as Completed ->,"Project was approved on 17-Dec-2014. 
"
P-Z1-CZ0-013 represents RÉHABILITATION ET RENFORCEMENT DE LA RÉSILIENCE DES SYSTÈMES DU BASSIN DU LAC TCHAD_CAMEROUN happening in Multinational which has status as Completed ->,"Project was approved on 17-Dec-2014. 
"
P-Z1-CZ0-014 represents RÉHABILITATION ET RENFORCEMENT DE LA RÉSILIENCE DES SYSTÈMES DU BASSIN DU LAC TCHAD_NIGER happening in Multinational which has status as Ongoing ->,"Project was approved on 17-Dec-2014. 
"
P-Z1-CZ0-015 represents RÉHABILITATION ET RENFORCEMENT DE LA RÉSILIENCE DES SYSTÈMES DU BASSIN DU LAC TCHAD_RCA happening in Multinational which has status as Ongoing ->,"Project was approved on 17-Dec-2014. 
"
P-Z1-CZ0-016 represents RÉHABILITATION ET RENFORCEMENT DE LA RÉSILIENCE DES SYSTÈMES DU BASSIN DU LAC TCHAD_TCHAD happening in Multinational which has status as Ongoing ->,"Project was approved on 17-Dec-2014. 
"
P-CI-H00-002 represents SUPPORT TO ENTREPRENEURSHIP DEVELOPMENT happening in Côte D'Ivoire which has status as Completed ->,"Project was approved on 16-Dec-2014. 
"
P-MA-HA0-004 represents LIGNE DE CRÉDIT À ATTIJARIWAFA BANK happening in Morocco which has status as Approved ->,"Project was approved on 15-Dec-2014. 
"
P-NG-HAA-004 represents DEVELOPMENT BANK OF NIGERIA (DBN) happening in Nigeria which has status as Ongoing ->,"Project was approved on 15-Dec-2014. 
"
P-Z1-FA0-075 represents KARIBA DAM REHABILITATION happening in Multinational which has status as Ongoing ->,"Project was approved on 15-Dec-2014. 
"
P-Z1-FA0-085 represents KARIBA DAM REHABILITATION PROJECT ZIM happening in Multinational which has status as Ongoing ->,"Project was approved on 15-Dec-2014. 
"
P-GQ-K00-007 represents PROJET D'APPUI TECHNIQUE À LA PROMOTION DU SECTEUR PRIVÉ happening in Eq Guinea which has status as Ongoing ->,"Project was approved on 12-Dec-2014. 
"
P-ZA-EAZ-004 represents SOCIAL FRANCHISING OPERATIONS & MAINTENANCE OF SCHOOL SANITATION FACILITIES & THE DEMONSTRATION OF F happening in South Africa which has status as Ongoing ->,"Project was approved on 12-Dec-2014. 
"
P-MG-KF0-002 represents ASSISTANCE TECHNIQUE POUR LE COSTING DU PLAN NATIONAL DE DEVELOPPEMENT (PND) AU MEP happening in Madagascar which has status as Completed ->,"Project was approved on 10-Dec-2014. 
"
P-UG-AAZ-002 represents MATIP 2- MARKETS AND AGRICULTURAL TRADE IMPROVEMENT PROGRAMME - PROJECT 2 (MATIP-2) happening in Uganda which has status as Ongoing ->,"Project was approved on 10-Dec-2014. 
"
P-SZ-FF0-001 represents ENERGY SECTOR TECHNICAL ASSISTANCE PROGRAM happening in Swaziland which has status as Completed ->,"Project was approved on 08-Dec-2014. 
"
P-MA-FF0-002 represents COMPLEXE SOLAIRE OUARZAZATE - PHASE II - CENTRALE NOOR II happening in Morocco which has status as Ongoing ->,"Project was approved on 03-Dec-2014. 
"
P-MA-FF0-003 represents COMPLEXE SOLAIRE OUARZAZATE - PHASE II - CENTRALE NOOR III happening in Morocco which has status as Ongoing ->,"Project was approved on 03-Dec-2014. 
"
P-CD-C00-037 represents WORKING WITH COMMUNITIES TO REDUCE DEFORESTATION AND ALLEVIATE POVERTY IN THE VIRUNGA-HOYO REGION happening in Dem Rep Congo which has status as Completed ->,"Project was approved on 28-Nov-2014. 
"
P-MR-IAZ-002 represents PROJET D’APPUI À LA FORMATION ET L’EMPLOI DES JEUNES (PAFEJ) happening in Mauritania which has status as Ongoing ->,"Project was approved on 28-Nov-2014. 
"
P-CD-KF0-007 represents PROJET D'APPUI AU RECENSEMENT GENERAL DE LA POPULATION ET AU RENFORCEMENT DES BASES DE DONNEES SOCIA happening in Dem Rep Congo which has status as Completed ->,"Project was approved on 26-Nov-2014. 
"
P-CM-DB0-012 represents PROGRAMME D'APPUI AU SECTEUR DES TRANSPORTS: PHASE1: AMENAGMNT DE LA ROUTE BATCHIENGA-NTUI-YOKO-LENA happening in Cameroon which has status as Ongoing ->,"Project was approved on 26-Nov-2014. 
"
P-MG-AAB-003 represents PROJET DE REHABILITATION ET D'EXTENSION DE BAS MANGOKY- PHASE II happening in Madagascar which has status as Ongoing ->,"Project was approved on 26-Nov-2014. 
"
P-TN-AA0-013 represents PROJET DE DEVELOPPEMENT AGRICOLE INTEGRE (PDAI) DE GABES II happening in Tunisia which has status as Ongoing ->,"Project was approved on 26-Nov-2014. 
"
P-Z1-AAZ-033 represents ETHIOPIA-DRSLP II happening in Multinational which has status as Ongoing ->,"Project was approved on 26-Nov-2014. 
"
P-Z1-AAZ-034 represents ERITREA-DRSLP II happening in Multinational which has status as Ongoing ->,"Project was approved on 26-Nov-2014. 
"
P-Z1-AAZ-035 represents SUDAN-DRSLP II happening in Multinational which has status as Ongoing ->,"Project was approved on 26-Nov-2014. 
"
P-Z1-AAZ-036 represents SOMALIA-DRSLP II happening in Multinational which has status as Ongoing ->,"Project was approved on 26-Nov-2014. 
"
P-Z1-K00-060 represents MULTINATIONAL PROGRAM FOR STATISTICAL CAPACITY BUILDING FOR MANAGING FOR DEVELOPMENT RESULTS (MFDR) happening in Multinational which has status as Ongoing ->,"Project was approved on 26-Nov-2014. 
"
P-Z1-EAZ-041 represents FEASIBILITY STUDY OF THE NYIMUR MULTIPURPOSE WATER RESOURCES PROJECT happening in Multinational which has status as Ongoing ->,"Project was approved on 21-Nov-2014. 
"
P-EG-KF0-005 represents ECONOMIC SUMMIT: ASSISTANCE TO MIC happening in Egypt which has status as Completed ->,"Project was approved on 19-Nov-2014. 
"
P-KE-FA0-010 represents KENYA - LAST MILE CONNECTIVITY PROJECT happening in Kenya which has status as Ongoing ->,"Project was approved on 19-Nov-2014. 
"
"P-RW-DB0-014 represents PROJET D'APPUI AU SECTEUR DES TRANSPORTS-AMENAGEMENT DE LA ROUTE BASE-GICUMBI-RUKOMO-NYAGATARE, LOT1 happening in Rwanda which has status as Ongoing ->","Project was approved on 19-Nov-2014. 
"
P-NG-HB0-006 represents TRADE MISPRICING THE HIDDEN DRAINAGE OF RESOURCES OUT OF NIGERIA (MIC-TAF-GRANT) happening in Nigeria which has status as Completed ->,"Project was approved on 18-Nov-2014. 
"
P-Z1-DC0-017 represents TRANS-MAGHREB RAILWAY happening in Multinational which has status as Ongoing ->,"Project was approved on 18-Nov-2014. 
"
P-Z1-K00-062 represents PROMOTING INTRA-AFRICAN INVESTMENT AND SUPPORT TO REG happening in Multinational which has status as Completed ->,"Project was approved on 18-Nov-2014. 
"
P-MR-K00-014 represents PROJET D'APPUI A LA GOUVERNANCE POUR LA PROMOTION D'UNE CROISSANCE INCLUSIVE happening in Mauritania which has status as Ongoing ->,"Project was approved on 17-Nov-2014. 
"
"P-SC-K00-007 represents TA FOR DEVELOPMENT OF PPP LEGAL, REGULATORY AND OPERATIONAL FRAMEWORK happening in Seychelles which has status as Completed ->","Project was approved on 14-Nov-2014. 
"
P-KM-K00-006 represents PROGRAMME D'APPUI AUX REFORMES DU SECTEUR DE L'ENERGIE happening in Comoros which has status as Completed ->,"Project was approved on 13-Nov-2014. 
"
P-KE-HAB-003 represents EQUITY BANK (KENYA) LIMITED happening in Kenya which has status as Ongoing ->,"Project was approved on 05-Nov-2014. 
"
P-MG-K00-010 represents PROGRAMME D'URGENCE A LA RELANCE ECONOMIQUE (PURE) happening in Madagascar which has status as Completed ->,"Project was approved on 05-Nov-2014. 
"
P-MG-D00-003 represents APPUI AU MINISTERE DES TRAVAUX PUBLICS POUR 5ÈME CONGRES MALGACHE DE LA ROUTE ET DES TRANSPORTS happening in Madagascar which has status as Completed ->,"Project was approved on 04-Nov-2014. 
"
P-SC-GB0-003 represents DEVELOPMENT OF QUALITY OF SERVICE STANDARDS AND REGULATIONS happening in Seychelles which has status as Completed ->,"Project was approved on 03-Nov-2014. 
"
P-TN-AA0-014 represents DON MIC POUR LA PREPARATION DU PDAI DE ZAGHOAUN happening in Tunisia which has status as Ongoing ->,"Project was approved on 27-Oct-2014. 
"
P-KE-F00-001 represents ADF PRG MENENGAI happening in Kenya which has status as Approved ->,"Project was approved on 22-Oct-2014. 
"
P-CD-DB0-010 represents LOT 3 - PROJET D’AMENAGEMENT DE LA ROUTE BATSHAMBA-TSHIKAPA happening in Dem Rep Congo which has status as Ongoing ->,"Project was approved on 22-Oct-2014. 
"
P-ML-FZ0-003 represents PROJET D'APPUI A LA PROMOTION DES ENERGIES RENOUVELABLES happening in Mali which has status as Ongoing ->,"Project was approved on 22-Oct-2014. 
"
P-GM-DB0-005 represents GAMBIA BRIDGE ANCILARY STUDIES happening in Gambia which has status as Ongoing ->,"Project was approved on 19-Oct-2014. 
"
P-CV-KA0-005 represents PROGRAMME D'APPUI A LA GOUVERNANCE DES ENTREPRISES PUBLIQUES ET A LA PROMOTION DE L'INVESTISSEMENT 2 happening in Cape Verde which has status as Completed ->,"Project was approved on 15-Oct-2014. 
"
P-CV-KF0-002 represents SUPPORT FOR PROMOTING ECONOMIC EFFICIENCY AND INVESTMENT THROUGH PRIVATIZATION AND PUBLIC PRIVATE PA happening in Cape Verde which has status as Ongoing ->,"Project was approved on 15-Oct-2014. 
"
P-Z1-AAZ-017 represents MULTINATIONAL- PROGRAMME DE RENFORCEMENT DE LA RÉSILIENCE À L’INSÉCURITÉ ALIMENTAIRE ET NUTRIT happening in Multinational which has status as Ongoing ->,"Project was approved on 15-Oct-2014. 
"
P-Z1-AAZ-018 represents MALI_PROGRAMME DE RENFORCEMENT DE LA RÉSILIENCE À L’INSÉCURITÉ ALIMENTAIRE ET NUTRITIONNELLE happening in Multinational which has status as Ongoing ->,"Project was approved on 15-Oct-2014. 
"
P-Z1-AAZ-019 represents BURKINA FASO _PROGRAMME DE RENFORCEMENT DE LA RÉSILIENCE À L’INSÉCURITÉ ALIMENTAIRE ET NUTRITI happening in Multinational which has status as Ongoing ->,"Project was approved on 15-Oct-2014. 
"
P-Z1-AAZ-020 represents GAMBIA:PROJECT 1PROGRAM ON BUILDING RESILIENCE AGAINST FOOD AND NUTRITIONAL INSECURITY IN SAHEL-P2RS happening in Multinational which has status as Ongoing ->,"Project was approved on 15-Oct-2014. 
"
P-Z1-AAZ-021 represents MAURITANIE_PROGRAMME DE RENFORCEMENT DE LA RÉSILIENCE À L’INSÉCURITÉ ALIMENTAIRE ET NUTRITIONN happening in Multinational which has status as Ongoing ->,"Project was approved on 15-Oct-2014. 
"
P-Z1-AAZ-022 represents NIGER_PROGRAMME DE RENFORCEMENT DE LA RÉSILIENCE À L’INSÉCURITÉ ALIMENTAIRE ET NUTRITIONNELLE happening in Multinational which has status as Ongoing ->,"Project was approved on 15-Oct-2014. 
"
P-Z1-AAZ-024 represents TCHAD_PROGRAMME DE RENFORCEMENT DE LA RÉSILIENCE À L’INSÉCURITÉ ALIMENTAIRE ET NUTRITIONNELLE happening in Multinational which has status as Ongoing ->,"Project was approved on 15-Oct-2014. 
"
P-Z1-HAA-059 represents EAST AFRICAN DEVELOPMENT BANK - LINE OF CREDIT happening in Multinational which has status as Ongoing ->,"Project was approved on 15-Oct-2014. 
"
P-GA-K00-006 represents PROJET APPUI CHAMBRE DE COMMERCE DU GABON happening in Gabon which has status as Completed ->,"Project was approved on 14-Oct-2014. 
"
P-TG-KF0-007 represents PROJET D'APPUI A LA MOBILISATION DES RESSOURCES ET AU RENFORCEMENT DES CAPACITES happening in Togo which has status as Ongoing ->,"Project was approved on 09-Oct-2014. 
"
P-MZ-EAZ-002 represents FEASIBILITY STUDIES FOR BUILDING CLIMATE RESILIENCE OF LIMPOPO BASIN IN MOZAMBIQUE happening in Mozambique which has status as Ongoing ->,"Project was approved on 03-Oct-2014. 
"
P-Z1-IB0-016 represents EAST AFRICA'S CENTRES OF EXCELLENCE FOR SKILLS AND TERTIARY EDUCATION IN BIOMEDICAL SCIENCES PHASE 1 happening in Multinational which has status as Ongoing ->,"Project was approved on 03-Oct-2014. 
"
P-Z1-IB0-023 represents EAST AFRICA CENTERS OF EXCELLENCE KENYA happening in Multinational which has status as Ongoing ->,"Project was approved on 03-Oct-2014. 
"
P-Z1-IB0-024 represents EAST AFRICA CENTERS OF EXCELLENCE UGANDA happening in Multinational which has status as Ongoing ->,"Project was approved on 03-Oct-2014. 
"
P-Z1-IB0-025 represents EAST AFRICA CENTERS OF EXCELLENCE RWANDA happening in Multinational which has status as Ongoing ->,"Project was approved on 03-Oct-2014. 
"
"P-Z1-HB0-038 represents COMESA – MICROFINANCE TRAINING COURSE FOR POLICY AND DEVELOPMENT, SEPTEMBER 2014 happening in Multinational which has status as Completed ->","Project was approved on 03-Oct-2014. 
"
P-MA-HZ0-011 represents PROG DAPPUI AU DEVELOP DU SECT FINANCE (PADESFI III) happening in Morocco which has status as Completed ->,"Project was approved on 01-Oct-2014. 
"
P-SO-EAZ-001 represents BUILDING RESILIENCE TO WATER STRESS IN SOMALILAND –BOOSTING INVESTMENTS FOR DEVELOPMENT OF WATER R happening in Somalia which has status as Ongoing ->,"Project was approved on 01-Oct-2014. 
"
P-Z1-KZ0-021 represents EBOLA SECTOR BUDGET SUPPORT- FIGHT BACK PROGRAMME (EFBP) - LIBERIA happening in Multinational which has status as Completed ->,"Project was approved on 01-Oct-2014. 
"
P-Z1-KZ0-022 represents EBOLA FIGHT BACK PROGRAMME COTE D'IVOIRE happening in Multinational which has status as Completed ->,"Project was approved on 01-Oct-2014. 
"
P-Z1-KZ0-023 represents EBOLA FIGHT BACK PROGRAMME GUINEA happening in Multinational which has status as Completed ->,"Project was approved on 01-Oct-2014. 
"
P-Z1-KZ0-024 represents EBOLA FIGHT BACK PROGRAMME SIERRA LEONE happening in Multinational which has status as Completed ->,"Project was approved on 01-Oct-2014. 
"
P-NG-HB0-005 represents LAPO MICROFINANCE LIMITED happening in Nigeria which has status as Ongoing ->,"Project was approved on 01-Oct-2014. 
"
P-SS-AA0-002 represents EMERGENCY HUMANITARIAN ASSISTANCE TO THE CONFLICT-AFFECTED VULNERABLE POPULATION happening in South Sudan which has status as Completed ->,"Project was approved on 26-Sep-2014. 
"
P-BI-DB0-018 represents PROJET D’AMENAGEMENT ET DE BITUMAGE DE LA RN 18 NYAKARARO-MWARO–GITEGA PHASE I happening in Burundi which has status as Ongoing ->,"Project was approved on 24-Sep-2014. 
"
P-CD-IBE-001 represents LUTTE CONTRE L’EPIDEMIE DE FIEVRE HEMORRAGIQUE EBOLA DANS PROVINCE EQUATEUR happening in Dem Rep Congo which has status as Completed ->,"Project was approved on 22-Sep-2014. 
"
P-BJ-D00-006 represents PROJET TRANSPORT URBAIN A PARAKOU happening in Benin which has status as Ongoing ->,"Project was approved on 19-Sep-2014. 
"
P-MZ-K00-010 represents ECONOMIC GOVERNANCE AND INCLUSIVE GROWTH PROGRAM PHASE I happening in Mozambique which has status as Completed ->,"Project was approved on 19-Sep-2014. 
"
P-NG-HZ0-004 represents AFRICA SME PROGRAM LOC - AB MICROFINANCE BANK NIGERIA LIMITED happening in Nigeria which has status as Approved ->,"Project was approved on 18-Sep-2014. 
"
P-AO-K00-006 represents INSTITUTIONAL CAPACITY BUILDING FOR PRIVATE SECTOR DEVELOPMENT PROJECT happening in Angola which has status as Ongoing ->,"Project was approved on 17-Sep-2014. 
"
P-BF-KA0-009 represents PROGRAMME D’APPUI A LA PROMOTION DU SECTEUR PRIVE (PAPSP) happening in Burkina Faso which has status as Completed ->,"Project was approved on 17-Sep-2014. 
"
P-BF-KF0-009 represents PROJET D’APPUI A LA TRANSFORMATION DE L’ECONOMIE ET A LA CREATION DE L’EMPLOI (PATECE) happening in Burkina Faso which has status as Ongoing ->,"Project was approved on 17-Sep-2014. 
"
P-ML-AA0-024 represents PROJET DE RENFORCEMENT DE LA SÉCURITÉ ALIMENTAIRE ET NUTRITIONNELLE DANS LA RÉGION DE KOULIKORO happening in Mali which has status as Ongoing ->,"Project was approved on 17-Sep-2014. 
"
P-Z1-KF0-043 represents TECHNICAL ASSISTANCE AND CAPACITY BUILDING TO RECSA happening in Multinational which has status as Completed ->,"Project was approved on 12-Sep-2014. 
"
"P-ET-E00-007 represents SUPPORT TO THE ONE WATER, SANITATION AND HYGIENE NATIONAL PROGRAM (OWNP) happening in Ethiopia which has status as Ongoing ->","Project was approved on 08-Sep-2014. 
"
P-GN-IBE-001 represents EMERGENCY ASSISTANCE TO FIGHT THE EBOLA VIRUS DISEASE EPIDEMIC IN GUINEA happening in Guinea which has status as Completed ->,"Project was approved on 18-Aug-2014. 
"
P-GN-IBE-002 represents STRENGTHENING WEST AFRICA’S PUBLIC HEALTH SYSTEMS RESPONSE TO THE EBOLA CRISIS (SWAPHS) GUINEA happening in Guinea which has status as Completed ->,"Project was approved on 18-Aug-2014. 
"
P-LR-IBE-001 represents EMERGENCY ASSISTANCE TO FIGHT THE EBOLA VIRUS DISEASE EPIDEMIC IN LIBERIA happening in Liberia which has status as Completed ->,"Project was approved on 18-Aug-2014. 
"
P-LR-IBE-002 represents STRENGTHENING WEST AFRICA’S PUBLIC HEALTH SYSTEMS RESPONSE TO THE EBOLA CRISIS (SWAPHS) LIBERIA happening in Liberia which has status as Completed ->,"Project was approved on 18-Aug-2014. 
"
P-NG-IBE-002 represents EMERGENCY ASSISTANCE TO FIGHT THE EBOLA VIRUS DISEASE EPIDEMIC IN NIGERIA happening in Nigeria which has status as Completed ->,"Project was approved on 18-Aug-2014. 
"
P-SL-IBE-002 represents EMERGENCY ASSISTANCE TO FIGHT THE EBOLA VIRUS DISEASE EPIDEMIC IN SIERRA LEONE happening in Sierra Leone which has status as Closed ->,"Project was approved on 18-Aug-2014. 
"
P-SL-IBE-003 represents STRENGTHENING WEST AFRICA’S PUBLIC HEALTH SYSTEMS RESPONSE TO THE EBOLA CRISIS (SWAPHS) SIERRA LEO happening in Sierra Leone which has status as Completed ->,"Project was approved on 18-Aug-2014. 
"
P-Z1-IBE-010 represents MULTINATIONAL ASSISTANCE EBOLA (WHO) PROJECT TO STRENGTHEN WEST AFRICA’S PUBLIC HEALTH SYSTEMS happening in Multinational which has status as Closed ->,"Project was approved on 18-Aug-2014. 
"
P-NG-EAZ-002 represents PREPARATION OF KOMADUGU-YOBE BASIN STRATEGIC DEVELOPMENT PLAN happening in Nigeria which has status as Completed ->,"Project was approved on 08-Aug-2014. 
"
P-ZA-EAZ-003 represents OPERATIONALIZING COMMUNITY-DRIVEN MULTIPLE-USE WATER SERVICES PROJECT happening in South Africa which has status as Ongoing ->,"Project was approved on 22-Jul-2014. 
"
P-NG-IA0-003 represents EMERGENCY ASSISTANCE TO CHIBOK GIRLS SCHOOL IN BORNO STATE happening in Nigeria which has status as Completed ->,"Project was approved on 21-Jul-2014. 
"
P-TN-D00-003 represents ETUDE DU PLAN DIRECTEUR NATIONAL DES TRANSPORTS A L'HORIZON 2040 happening in Tunisia which has status as Completed ->,"Project was approved on 14-Jul-2014. 
"
P-TN-FD0-006 represents SOUTH TUNISIAN GAZ PIPELINE - TUNISIA happening in Tunisia which has status as Ongoing ->,"Project was approved on 26-Jun-2014. 
"
P-SN-DB0-018 represents DAKAR TOLL HIGHWAY - PHASE 2 happening in Senegal which has status as Ongoing ->,"Project was approved on 26-Jun-2014. 
"
P-CF-KZ0-002 represents PROGRAMME D’URGENCE D’APPUI A LA SORTIE DE CRISE ET À LA REPRISE ECONOMIQUE (PUASCRE) happening in Centrafrique which has status as Completed ->,"Project was approved on 25-Jun-2014. 
"
P-CV-KF0-004 represents ENQUETE SUR LES DEPENSES ET LES REVENUS DES MENAGES happening in Cape Verde which has status as Completed ->,"Project was approved on 25-Jun-2014. 
"
P-CV-KF0-005 represents APPUI AU RECENSEMENT AGRICOLE happening in Cape Verde which has status as Completed ->,"Project was approved on 25-Jun-2014. 
"
P-MU-FA0-002 represents ST. LOUIS POWER STATION REDEVELOPMENT happening in Mauritius which has status as Completed ->,"Project was approved on 25-Jun-2014. 
"
P-BI-FA0-100 represents HYDROENERGY JIJI MULEMBWE happening in Burundi which has status as Ongoing ->,"Project was approved on 23-Jun-2014. 
"
P-GN-KA0-005 represents PROGRAMME D'APPUI AUX REFORMES ECONOMIQUES ET FINANCIERES PHASE II happening in Guinea which has status as Completed ->,"Project was approved on 23-Jun-2014. 
"
P-TD-AA0-023 represents AIDE D'URGENCE AUX TCHADIENS RAPATRIES DE LA RCA happening in Chad which has status as Completed ->,"Project was approved on 23-Jun-2014. 
"
P-ZA-FF0-003 represents XINA SOLAR ONE PROJECT happening in South Africa which has status as Ongoing ->,"Project was approved on 23-Jun-2014. 
"
P-Z1-DB0-153 represents EAC REHABILITATION SELECTED ROAD SC TRB happening in Multinational which has status as Ongoing ->,"Project was approved on 20-Jun-2014. 
"
P-SZ-E00-005 represents EZULWINI SUSTAINABLE WATER AND SANITATION SERVICE DELIVERY happening in Swaziland which has status as Ongoing ->,"Project was approved on 18-Jun-2014. 
"
P-CI-I00-003 represents PROGRAMME D'APPUI AU RENFORCEMENT DE L'INCLUSION ET DE LA COHESION SOCIALE happening in Côte D'Ivoire which has status as Completed ->,"Project was approved on 13-Jun-2014. 
"
P-TD-DB0-011 represents PROJET DE BITUMAGE DE LA ROUTE KYABE-SINGAKO happening in Chad which has status as Ongoing ->,"Project was approved on 13-Jun-2014. 
"
P-NG-FD0-003 represents DANGOTE INDUSTRIES LIMITED happening in Nigeria which has status as Ongoing ->,"Project was approved on 13-Jun-2014. 
"
P-SC-KB0-001 represents MSME DEVELOPMENT PROJECT happening in Seychelles which has status as Completed ->,"Project was approved on 03-Jun-2014. 
"
P-NG-A00-007 represents ASSET MAPPING OF ECONOMIC OPPORTUNITIES IN NIGERIA-MIC GRANT happening in Nigeria which has status as Closed ->,"Project was approved on 30-May-2014. 
"
